Pack_Voltage,Pack_Current,Instant_Power,Cell_Max,Cell_Min,Pack_Temp,Thermal_Grad,Inverter_Temp,Ambient_Temp,Coolant_Flow,Iso_Resistance,Gas_PPM,SoP,Label_Safety
332.3,88.03,20.55,4.16,4.13,30.48,0.66,43.74,28.55,7.18,421.32,11.5,129.3,0
356.5,63.66,25.9,4.17,3.92,83.66,0.24,85.08,24.19,4.69,235.94,203.8,99.0,2
365.77,43.51,16.18,4.18,3.86,73.81,1.92,73.9,17.14,1.34,137.38,237.3,94.0,2
326.8,89.91,27.08,4.13,4.01,78.57,1.38,80.53,28.75,4.34,15.6,255.3,91.3,2
351.88,93.45,36.65,4.19,3.73,40.19,2.32,46.16,30.74,4.54,199.74,189.4,116.8,2
351.0,28.63,6.47,4.18,4.05,49.41,2.7,57.12,13.86,13.6,417.44,2.8,102.7,0
366.86,53.76,18.16,4.19,4.06,21.39,0.58,30.0,28.14,1.1,279.42,34.1,133.3,2
358.54,87.39,36.08,4.17,4.13,42.22,0.6,43.49,30.23,7.77,353.51,14.7,125.6,0
366.54,83.33,33.28,4.17,4.15,39.5,0.0,42.38,28.57,6.41,509.82,37.2,100.2,0
344.0,35.35,10.16,4.11,4.1,55.75,1.33,71.04,45.25,9.78,259.9,2.9,96.4,0
370.19,59.05,19.44,4.19,4.09,53.74,0.75,47.86,41.04,0.0,460.24,32.7,113.8,1
346.08,25.72,10.9,4.17,3.79,48.2,1.21,54.25,35.85,0.0,159.16,170.8,119.6,2
350.13,127.69,49.81,4.15,4.14,89.13,0.0,101.64,17.67,3.98,83.69,231.6,75.4,2
344.45,35.81,9.42,4.13,3.82,41.28,2.89,37.8,24.49,5.45,239.24,183.1,118.0,2
333.8,36.65,11.56,4.18,4.1,40.25,0.0,49.96,-4.76,6.13,235.89,32.5,117.8,1
338.05,53.87,18.18,4.18,3.85,22.63,2.06,38.33,45.05,9.89,223.34,352.5,140.4,2
382.35,31.66,8.39,4.15,3.99,81.02,0.39,91.79,28.65,4.35,196.61,50.6,64.9,1
373.11,81.83,25.7,4.18,3.64,68.48,2.7,66.4,29.16,2.26,4.21,233.3,92.0,2
354.59,54.12,12.91,4.14,3.77,55.08,3.27,55.3,28.93,2.08,0.0,130.7,110.0,2
365.41,58.26,17.09,4.19,4.12,20.4,0.93,26.84,25.51,10.0,387.62,0.8,129.8,0
357.06,27.16,7.73,4.15,4.16,65.01,0.0,73.96,31.84,6.72,479.35,16.0,83.1,1
334.86,49.09,14.37,4.18,4.1,36.01,1.84,43.08,37.71,7.8,589.54,0.0,111.1,0
370.23,55.73,20.77,4.19,4.09,30.98,0.0,29.67,24.48,2.05,304.98,1.9,129.2,0
326.98,48.5,10.06,4.14,4.1,34.6,0.63,36.98,20.06,3.46,256.25,29.4,113.7,0
332.23,68.79,26.81,4.18,4.1,70.95,0.02,67.72,22.65,7.54,413.28,38.3,104.5,1
377.42,105.75,35.18,4.15,4.06,29.99,1.83,32.64,17.21,12.07,578.5,16.2,142.0,1
341.32,58.62,19.42,4.13,3.89,41.6,0.49,42.21,15.88,2.19,165.36,55.9,106.9,2
339.23,109.32,37.53,4.14,4.13,25.47,0.0,28.15,0.67,10.0,332.12,18.1,118.2,0
352.29,16.28,6.19,4.13,3.69,91.63,2.51,95.65,30.1,2.03,76.95,177.0,71.0,2
363.35,1.44,0.42,4.11,4.09,51.58,0.75,55.46,28.74,5.61,397.21,10.5,105.8,0
349.64,135.77,55.53,4.19,4.13,63.13,0.0,69.04,20.68,1.5,518.68,62.8,110.3,1
322.41,58.79,15.45,4.19,4.01,19.82,0.58,20.41,32.45,7.55,225.59,66.1,130.4,0
337.91,107.31,35.45,4.18,4.06,51.27,0.43,59.67,32.67,8.12,293.09,27.9,114.3,1
356.44,80.34,29.31,4.19,4.19,44.72,0.0,49.12,29.02,3.74,668.2,13.2,114.6,0
357.27,71.5,22.12,4.2,4.09,39.64,0.81,34.67,23.12,6.21,301.72,0.0,130.9,1
352.33,39.68,15.38,4.18,4.15,34.54,0.0,32.0,41.7,5.74,360.45,5.9,126.2,0
330.08,85.75,23.98,4.17,3.53,108.45,5.03,107.95,36.68,9.16,90.3,122.2,60.9,2
363.35,37.02,12.42,4.12,4.14,58.02,0.83,62.21,11.5,10.87,546.04,44.8,108.2,0
364.3,75.15,34.78,4.19,4.1,108.96,0.45,109.42,34.68,4.85,205.55,262.2,62.8,2
348.13,7.9,3.01,4.13,4.06,38.18,0.0,39.69,14.18,7.26,553.24,21.6,100.8,0
323.25,67.08,18.78,4.14,3.92,73.44,2.3,75.16,24.29,1.78,222.57,54.4,91.8,2
385.08,78.38,28.13,4.16,4.12,99.53,0.8,109.59,34.97,3.36,266.54,1.7,68.3,1
333.5,34.9,8.61,4.16,3.75,105.24,4.13,106.89,25.65,0.21,0.0,223.1,75.4,2
336.9,198.83,86.79,4.11,4.11,65.79,1.69,73.6,26.08,6.46,402.52,48.0,96.8,1
345.77,65.01,23.58,4.18,4.11,35.57,1.14,41.79,21.19,6.87,74.28,6.8,125.0,1
359.68,52.65,16.69,4.13,3.83,24.72,1.69,34.47,28.19,0.0,70.36,134.3,129.0,2
335.21,12.8,3.56,4.12,4.14,21.2,0.59,30.4,30.63,5.72,279.81,1.4,122.9,0
357.45,29.35,11.08,4.04,4.17,53.41,0.0,62.33,16.54,5.73,377.62,3.1,96.5,0
360.33,22.29,9.34,4.16,4.15,34.32,0.0,39.44,26.4,11.69,455.02,24.3,110.7,0
337.95,60.02,22.54,4.14,4.13,45.37,1.64,50.26,19.11,14.51,372.76,12.7,105.1,0
359.73,50.86,16.88,4.18,4.15,44.31,0.39,49.1,12.61,12.31,556.0,1.4,126.8,0
350.54,144.14,58.21,4.17,4.13,44.18,0.0,49.16,31.0,10.23,412.02,9.0,111.7,1
347.97,18.9,5.76,4.09,4.11,30.73,0.71,34.19,15.06,9.54,515.35,7.9,125.6,0
341.29,78.04,24.03,4.19,4.01,17.17,0.83,22.21,24.49,4.37,253.85,30.4,149.3,1
355.76,57.55,20.54,4.12,4.07,21.66,0.0,23.64,20.5,0.0,408.13,0.0,142.5,1
355.96,19.5,4.03,4.12,4.12,44.36,0.0,36.34,39.21,12.22,81.05,49.8,116.6,1
348.89,92.33,32.25,4.17,3.96,105.18,2.3,112.56,15.54,2.65,143.82,85.2,51.3,2
366.53,71.97,25.49,4.17,3.77,121.02,0.94,119.6,54.22,0.52,4.24,123.7,41.7,2
358.29,48.76,14.95,4.11,3.99,48.34,0.0,52.61,16.07,1.77,636.07,21.4,125.3,1
340.38,139.3,41.14,4.16,3.75,121.12,1.36,117.23,16.41,1.85,0.0,158.2,41.3,2
349.07,35.78,15.07,4.17,4.1,44.89,0.0,48.59,22.81,4.21,374.5,0.6,116.2,0
345.67,41.76,13.66,4.19,4.12,12.5,0.0,22.74,5.62,10.68,436.54,1.7,117.7,0
346.12,2.53,1.31,4.15,4.08,65.02,2.1,68.19,21.41,6.01,479.18,61.0,72.1,1
364.35,81.77,30.82,4.18,4.08,19.28,0.0,20.87,9.88,13.31,487.38,5.2,140.3,0
325.28,62.43,20.38,4.18,4.1,60.54,1.06,56.22,32.63,3.5,0.0,29.6,92.0,1
345.97,64.91,17.43,4.17,4.03,45.91,1.55,46.35,42.23,4.99,580.76,28.9,131.4,1
356.34,95.77,16.8,4.2,4.07,23.91,1.13,33.9,25.41,6.49,365.28,10.1,133.0,0
369.23,30.15,11.33,4.19,3.93,39.26,0.64,47.33,32.14,6.49,45.27,88.8,105.5,2
339.61,73.71,17.4,4.15,4.12,30.4,0.62,41.61,34.87,9.12,513.35,7.5,130.0,0
363.9,32.91,11.41,4.17,4.15,44.86,0.0,48.05,39.68,11.52,599.32,3.3,110.9,0
371.27,43.48,21.07,4.19,4.0,51.59,1.74,57.14,33.9,7.96,248.44,29.6,124.6,1
332.11,35.3,12.57,4.14,4.14,65.34,1.65,70.15,19.35,6.62,571.65,28.1,102.3,1
342.03,51.52,20.31,4.18,4.15,67.17,0.75,75.93,14.68,4.45,246.43,23.4,88.5,1
341.08,33.38,8.07,4.06,4.1,62.54,0.21,63.08,33.27,5.74,61.13,0.0,105.7,1
344.21,94.4,32.76,4.19,3.67,78.53,2.6,87.7,23.74,0.0,98.27,106.6,81.1,2
353.1,113.65,41.6,4.09,3.83,51.68,1.6,62.92,50.16,2.7,217.24,335.4,102.6,2
342.94,15.04,3.93,4.2,3.58,67.41,2.11,71.66,34.78,1.48,124.77,75.1,82.8,2
348.11,79.65,31.07,4.17,4.0,46.43,1.16,53.76,37.06,7.87,249.62,7.2,101.3,1
345.96,134.35,57.63,4.16,4.01,84.91,0.0,88.84,29.63,0.0,297.87,0.0,91.0,1
368.64,70.17,23.88,4.18,4.04,34.38,0.64,34.39,27.97,1.59,431.13,0.9,120.0,1
366.48,70.29,31.25,4.14,3.39,69.84,3.62,77.72,18.63,2.18,95.8,61.1,88.0,2
336.7,7.23,2.29,4.2,4.1,53.29,0.55,63.07,30.32,10.57,383.19,16.7,112.1,1
357.51,80.73,31.32,4.17,4.19,51.6,0.0,65.45,26.48,8.74,528.37,23.8,83.3,0
345.09,79.77,18.8,4.13,4.17,5.87,0.71,12.24,31.01,10.77,564.59,2.3,134.8,0
360.15,91.69,30.74,4.17,4.07,23.78,0.05,12.39,22.19,0.0,473.6,0.0,122.4,1
327.37,112.69,37.27,4.16,4.17,28.58,0.0,35.99,12.75,8.88,455.66,9.7,117.5,0
360.41,62.97,19.71,4.13,4.12,31.11,1.83,39.29,22.47,10.17,416.31,1.2,112.3,0
372.12,116.15,54.99,4.15,3.97,83.42,0.78,88.2,40.69,7.23,95.25,271.3,59.7,2
351.18,37.14,12.15,4.15,4.09,45.73,0.0,57.23,32.96,8.35,235.71,31.0,103.6,1
344.8,9.1,2.39,4.19,4.08,68.53,1.3,81.14,35.27,0.0,312.76,12.5,90.8,1
363.11,39.01,11.7,4.16,3.75,111.29,3.05,113.97,32.42,4.79,92.32,201.9,57.9,2
338.67,73.37,22.33,4.12,4.1,30.62,0.46,32.94,9.83,11.07,560.83,1.2,129.3,0
354.44,72.64,33.82,4.19,4.17,37.49,0.0,39.54,23.85,10.34,522.98,30.2,113.9,0
334.62,38.73,19.46,4.18,4.08,56.92,0.81,54.77,17.01,9.25,416.51,36.0,111.1,1
364.73,29.88,11.48,4.15,4.15,32.22,1.49,45.69,27.55,11.26,315.65,8.7,111.4,0
344.74,72.95,21.25,4.18,3.62,97.24,2.36,102.68,13.61,0.0,0.0,120.6,66.9,2
366.03,139.18,69.42,4.09,3.72,75.17,2.71,80.84,32.89,6.88,295.4,6.7,92.7,2
351.48,82.85,32.01,4.11,4.04,54.29,0.87,62.67,27.85,8.09,369.25,39.8,107.4,1
329.72,20.84,6.26,4.16,3.94,84.43,1.17,93.56,14.74,4.88,168.85,0.0,84.2,1
358.73,89.19,18.33,4.16,4.19,56.4,0.71,65.8,18.83,0.65,227.23,47.4,95.8,2
359.83,83.15,24.61,4.13,4.06,54.91,1.22,66.11,30.48,3.92,485.08,0.0,119.4,1
342.12,44.94,18.16,4.13,3.4,17.1,6.21,28.52,18.67,0.0,88.4,80.6,135.2,2
357.74,9.36,3.59,4.16,3.68,94.77,1.96,105.85,29.36,10.65,0.0,118.8,72.6,2
369.63,68.43,28.99,4.16,4.1,60.94,1.1,69.99,28.9,2.67,28.63,311.2,111.1,2
355.29,103.79,47.24,4.19,4.15,67.71,0.54,75.66,19.18,7.51,317.52,15.0,98.3,1
361.07,129.47,41.71,4.12,4.05,35.43,1.62,48.52,25.64,0.0,0.0,23.1,131.1,1
372.0,42.88,18.84,4.19,3.9,42.1,1.61,53.82,26.44,3.52,432.64,73.3,125.2,1
332.42,66.0,18.44,4.07,4.1,38.54,0.0,32.59,43.8,2.54,485.71,12.4,123.8,1
350.32,39.05,14.31,4.15,4.15,22.75,0.45,25.71,25.67,3.09,380.47,15.3,127.8,0
339.45,82.19,31.3,4.14,4.06,40.69,0.0,46.64,15.41,10.91,357.88,6.4,109.3,0
343.06,24.25,7.08,4.17,4.06,74.64,1.59,78.09,14.75,5.12,273.46,52.5,89.1,1
331.46,12.13,4.99,4.18,4.16,39.61,0.0,38.43,23.76,7.37,415.58,2.7,141.2,0
362.9,13.31,6.54,4.16,4.0,69.55,0.0,81.24,18.62,8.96,307.92,62.0,106.5,1
341.38,128.76,26.39,4.18,4.15,24.02,2.23,13.84,29.37,9.59,222.78,9.3,136.4,0
335.34,63.06,21.12,4.17,3.94,21.56,1.95,12.1,40.19,4.64,151.92,0.0,130.2,2
327.1,45.33,18.66,4.09,3.85,71.13,0.03,71.73,4.57,7.99,130.83,169.1,99.3,2
345.94,15.96,4.14,4.17,3.95,35.8,0.64,40.54,28.18,6.22,327.7,22.8,123.7,1
342.12,47.54,14.58,4.17,4.16,32.39,0.0,44.9,24.57,5.66,303.82,3.6,113.4,0
344.22,40.53,14.63,4.15,4.17,35.76,0.0,43.12,1.38,10.15,504.03,2.7,129.1,0
337.21,1.4,0.43,4.17,3.78,25.67,1.36,27.93,23.18,4.27,111.07,154.5,135.8,2
329.09,63.31,19.56,4.17,3.61,77.32,3.68,81.52,27.09,2.69,366.49,23.5,89.9,2
352.17,65.13,31.9,4.19,4.07,36.3,0.0,45.82,29.88,17.25,380.81,8.4,111.7,0
324.99,130.83,38.64,4.18,4.1,11.5,2.11,15.53,12.56,4.53,374.34,0.4,147.5,0
342.07,71.94,21.56,4.16,4.12,38.11,1.21,50.27,44.12,5.62,564.37,15.3,128.9,0
360.06,38.8,9.49,4.12,4.16,7.24,1.3,13.8,37.99,3.71,458.44,7.3,145.0,0
347.91,30.87,8.61,4.14,4.16,53.6,0.0,42.12,23.48,9.23,593.59,1.5,100.8,0
332.31,32.33,12.14,4.18,4.12,35.28,0.0,44.61,13.43,10.96,449.1,14.5,127.9,0
346.97,75.34,21.9,4.14,4.11,42.5,0.83,52.66,19.85,10.67,474.83,0.0,130.9,1
374.14,99.24,38.84,4.14,4.1,47.91,0.0,41.66,39.46,12.13,404.53,0.3,101.3,0
350.91,18.81,6.4,4.14,3.81,154.53,2.18,160.42,37.43,1.94,81.7,192.3,34.4,2
343.21,72.39,25.52,4.2,4.09,81.28,0.0,90.54,38.19,0.35,487.85,33.9,73.9,1
336.38,103.95,31.81,4.19,3.97,11.51,0.0,13.12,15.88,6.04,475.82,0.2,148.4,0
343.05,14.53,5.08,4.17,3.94,82.58,1.82,83.37,24.13,7.89,293.41,201.3,72.0,1
361.13,52.04,17.66,4.18,4.11,38.3,0.88,37.04,36.34,4.51,373.64,50.4,119.0,1
341.81,51.05,18.65,4.19,3.92,74.79,3.01,78.93,16.55,3.94,273.48,239.0,88.3,2
360.89,83.04,32.98,4.18,4.13,35.18,0.0,39.35,11.15,8.3,492.8,4.7,125.8,0
354.34,50.03,17.73,4.19,4.16,52.87,0.53,55.3,13.33,6.0,375.85,8.3,115.2,1
332.79,88.83,32.65,4.1,4.19,25.45,0.07,32.14,14.33,3.47,568.85,0.6,138.7,0
353.57,61.75,27.44,4.09,4.13,39.59,1.13,52.85,38.27,10.14,306.32,3.0,112.0,0
335.28,13.0,3.27,4.16,4.02,69.01,0.74,69.72,34.19,7.82,96.3,7.0,76.4,1
365.39,129.39,29.49,4.14,4.18,48.04,0.0,46.33,48.64,11.14,368.83,57.8,94.6,1
351.55,37.24,13.09,4.12,4.09,31.6,0.55,35.36,24.99,11.72,132.57,144.6,115.8,2
361.78,58.18,24.79,4.19,4.1,48.63,0.34,50.64,21.67,5.75,341.59,10.6,118.4,0
352.8,115.19,41.24,4.14,3.74,43.23,2.46,53.69,35.83,0.0,87.05,256.9,104.5,2
350.81,67.03,27.49,4.18,4.06,45.14,0.52,45.6,34.02,0.61,405.11,14.9,127.9,1
337.55,113.24,36.7,4.2,4.09,48.9,0.73,46.92,24.7,7.24,528.27,1.6,119.2,0
364.69,9.22,4.37,4.18,4.1,64.49,1.3,71.05,29.45,7.67,442.25,6.0,103.6,0
347.38,45.37,21.84,4.13,4.12,44.64,0.0,55.92,24.38,12.26,440.79,23.5,109.6,1
337.17,42.91,12.77,4.11,4.01,22.47,0.13,26.68,31.27,9.73,570.68,0.0,145.9,1
369.97,101.04,27.59,4.16,4.09,32.59,1.27,43.75,28.79,7.17,400.07,0.0,141.3,1
359.57,37.17,14.32,4.13,3.97,71.19,0.75,84.81,18.7,5.68,560.48,25.5,90.8,1
317.96,88.98,29.76,4.2,4.1,37.14,0.0,49.01,23.73,1.88,344.09,20.5,130.8,1
355.3,33.27,14.62,4.17,4.09,18.09,0.35,25.05,23.95,5.05,378.53,3.1,126.5,0
340.95,46.1,16.16,4.17,4.02,44.87,0.29,47.96,17.07,3.31,274.25,0.0,100.0,1
377.71,3.25,1.05,4.19,4.09,4.83,0.0,5.55,29.9,7.88,123.04,26.3,143.3,0
329.52,88.91,28.34,4.17,4.09,39.4,0.9,38.51,28.51,3.8,256.3,8.0,121.5,0
375.77,77.11,39.92,4.19,4.06,60.78,1.49,66.77,18.27,11.98,734.86,9.5,93.8,1
358.56,4.74,1.48,4.1,4.11,61.84,0.0,68.49,33.46,6.27,327.17,3.2,108.0,1
360.07,36.98,18.87,4.13,4.17,58.41,1.08,69.18,10.07,5.49,318.81,0.9,100.4,0
371.51,51.44,18.07,4.14,4.02,61.19,0.11,59.59,7.87,6.36,556.23,64.7,102.4,1
337.03,120.59,46.1,4.2,3.96,33.43,0.83,34.58,-1.31,4.65,475.48,0.0,116.3,1
337.37,96.33,35.3,4.2,4.03,59.08,0.94,64.92,6.48,9.45,290.34,26.4,104.9,1
360.44,61.34,25.44,4.16,3.4,62.07,3.33,59.66,51.43,3.0,184.11,184.5,97.3,0
361.65,66.09,26.27,4.19,4.1,17.18,0.0,17.68,40.03,7.67,458.64,6.4,145.7,0
376.89,130.46,43.81,4.2,3.91,51.12,1.7,57.86,29.05,7.96,138.14,291.8,90.3,0
357.11,25.81,7.9,4.18,4.07,47.61,1.28,50.66,29.05,7.2,392.63,40.4,123.8,1
335.88,1.42,0.36,4.15,4.14,45.08,0.84,60.7,39.26,9.18,143.37,126.5,114.3,2
336.29,96.17,26.16,4.15,4.08,46.28,0.91,47.59,40.35,8.14,312.82,0.0,108.5,1
357.59,155.91,87.31,4.16,3.7,31.19,1.28,27.88,20.41,0.0,106.34,249.5,111.2,2
355.85,50.42,16.62,4.17,4.01,58.01,1.47,61.68,18.34,9.45,473.09,74.0,107.0,1
341.69,55.06,21.09,4.16,4.17,74.42,1.12,80.29,29.9,0.0,115.87,280.8,95.4,2
346.08,59.31,21.08,4.19,4.01,64.74,0.81,72.94,33.61,0.1,86.6,200.9,78.3,2
365.09,179.29,53.45,4.14,4.11,50.21,0.0,50.66,35.32,7.89,194.37,122.0,96.2,2
375.58,31.48,9.66,4.13,4.03,22.14,0.53,29.98,17.83,6.36,396.5,0.1,132.5,0
368.41,56.53,21.55,4.16,3.8,70.89,0.98,82.55,21.56,9.77,77.83,263.5,96.8,2
365.72,58.35,17.72,4.19,4.11,7.62,2.47,12.58,6.18,9.4,387.94,11.6,137.4,0
364.25,46.99,11.03,4.19,4.12,46.99,1.54,50.43,29.91,8.16,171.03,0.0,114.9,1
340.54,2.81,0.73,4.19,3.79,74.07,2.01,76.87,17.21,0.51,0.0,127.8,74.2,2
344.57,53.28,17.78,4.09,3.96,45.1,0.0,55.94,20.2,6.34,382.06,0.0,119.0,1
328.39,34.52,14.12,4.13,4.15,75.69,0.0,83.53,26.34,10.46,288.19,32.7,101.3,1
361.6,35.57,19.74,4.15,3.63,93.36,4.14,101.95,16.74,0.0,108.16,224.4,76.2,1
348.78,59.4,24.98,4.18,4.16,36.5,1.29,42.55,40.11,8.98,450.99,2.7,105.9,0
365.19,67.71,26.46,4.14,3.66,69.81,0.0,71.23,23.81,3.94,94.43,67.9,99.4,2
340.36,57.34,20.24,4.16,4.06,31.19,2.72,36.64,0.14,9.35,483.05,32.2,120.5,1
337.53,89.47,26.61,4.16,4.15,35.94,0.0,39.56,8.74,2.82,300.61,1.1,115.4,1
368.52,86.4,24.13,4.14,3.34,55.01,3.8,61.01,29.16,0.0,188.79,56.5,95.8,2
385.39,102.37,32.62,4.18,4.07,32.86,1.82,35.7,18.5,7.3,413.29,15.9,115.3,0
350.02,88.01,26.05,4.12,4.13,21.2,0.0,27.11,22.93,7.92,378.07,6.2,134.0,0
383.98,84.31,39.39,4.18,4.06,53.99,1.03,55.28,20.29,3.65,268.19,46.6,92.4,1
351.2,38.64,9.96,4.19,4.05,50.42,1.43,57.75,20.36,3.56,311.54,23.1,128.3,1
342.05,39.14,11.31,4.16,4.15,34.82,0.08,26.52,40.31,4.78,426.79,15.0,124.2,0
344.21,42.5,12.3,4.17,4.18,63.74,0.0,72.65,29.22,0.0,136.16,214.9,94.7,2
313.47,71.38,20.34,4.18,4.15,49.91,0.15,55.69,32.84,7.12,341.36,76.8,107.7,1
353.96,101.32,30.9,4.15,4.07,30.93,0.0,32.37,18.51,9.68,537.92,0.8,132.8,0
354.66,74.78,21.72,4.19,3.96,61.6,0.16,69.59,12.58,3.38,300.79,57.1,107.8,1
352.19,61.1,26.26,4.16,3.59,67.31,3.62,81.51,36.98,2.67,301.39,114.0,91.9,2
338.58,35.19,10.11,4.11,4.1,15.56,1.49,18.0,17.5,8.44,309.53,18.1,124.0,0
349.42,69.27,38.71,4.14,3.99,48.82,0.39,55.69,29.77,3.57,370.03,0.2,110.6,1
346.44,149.66,53.49,4.15,3.75,98.95,2.6,106.54,22.61,4.56,413.11,39.0,73.5,2
364.4,43.78,20.61,4.19,4.04,69.26,0.0,77.57,26.54,9.19,194.22,35.6,91.6,1
352.76,48.26,13.74,4.14,4.13,107.36,1.17,107.66,14.55,0.26,122.44,170.2,58.4,2
343.88,81.23,28.08,4.12,3.48,73.31,1.35,79.36,10.41,2.95,0.0,162.1,102.8,2
360.36,47.21,17.71,4.17,4.07,23.57,0.0,40.34,21.18,11.56,514.44,4.6,141.2,0
351.61,12.8,2.6,4.17,3.93,96.93,2.76,102.0,22.25,3.48,178.07,71.2,72.2,2
342.58,104.12,48.04,4.12,4.08,53.73,0.04,65.63,21.66,8.14,480.0,28.1,102.3,1
325.63,77.45,28.45,4.12,3.82,86.25,2.33,91.18,28.16,2.44,0.0,153.7,81.1,2
369.36,47.89,23.81,4.13,3.93,45.11,0.62,49.22,12.27,4.03,129.82,174.6,104.6,2
346.09,76.91,34.57,4.18,4.14,8.68,0.66,10.36,14.0,10.74,496.88,5.0,130.5,0
330.6,172.27,66.16,4.2,3.78,75.45,1.02,82.64,19.73,10.7,70.06,262.3,99.5,2
381.04,91.48,34.1,4.15,3.73,72.94,0.0,81.68,28.69,4.11,92.11,161.5,90.2,2
360.8,63.79,19.19,4.17,4.0,85.43,0.26,93.69,16.24,10.64,345.2,0.0,81.5,1
360.04,8.96,3.91,4.15,4.12,28.83,0.0,32.27,29.19,12.17,636.12,7.6,133.6,0
351.68,83.82,32.47,4.14,4.18,4.54,1.65,7.83,35.49,5.71,454.19,3.6,146.3,0
360.93,98.45,39.35,4.15,4.12,31.28,1.33,29.95,9.74,5.76,442.39,13.9,133.4,0
375.72,92.27,33.74,4.2,4.13,58.83,1.96,65.3,18.1,0.0,174.65,321.1,105.2,2
306.77,25.8,12.85,4.13,4.16,16.25,0.0,16.69,11.53,7.17,353.36,2.9,148.3,0
360.18,60.98,22.13,4.15,3.95,105.11,0.0,114.87,30.96,1.4,37.97,241.2,57.9,2
356.17,48.28,15.61,4.17,3.66,86.58,2.29,96.47,16.58,0.77,15.94,157.1,100.8,1
350.77,18.07,5.46,4.2,4.07,67.04,0.0,74.39,38.18,7.33,653.98,0.0,99.4,1
366.15,74.68,31.84,4.2,4.05,0.0,0.0,0.0,20.44,5.45,351.61,57.4,152.1,1
350.98,101.79,39.16,4.12,4.05,48.16,0.0,49.74,27.97,2.93,311.33,74.7,121.9,1
344.18,77.67,36.54,4.17,4.06,44.97,0.0,46.86,8.69,3.92,262.09,50.9,106.2,1
335.82,74.77,33.21,4.14,4.14,50.3,0.0,60.41,32.24,9.2,168.05,49.7,107.2,1
334.84,35.64,13.97,4.17,3.59,41.77,4.07,39.28,23.95,0.0,100.17,203.2,117.7,2
344.72,118.79,44.61,4.11,3.89,23.65,2.59,30.85,13.74,3.16,94.73,192.1,136.0,2
370.79,51.06,17.2,4.12,4.15,38.69,0.12,46.11,31.44,1.69,120.66,7.4,108.6,0
307.74,95.78,35.57,4.18,3.84,91.83,0.12,97.12,14.4,4.39,5.69,285.4,76.4,2
359.77,34.91,10.79,4.16,3.57,79.33,5.05,84.53,-5.44,3.86,128.59,299.6,89.3,0
344.82,50.6,14.93,4.18,3.94,55.52,1.75,62.63,13.77,5.75,488.02,62.1,92.1,1
341.19,4.33,1.53,4.15,3.81,62.86,1.78,64.06,23.4,5.94,257.61,189.9,121.3,2
327.47,53.61,12.54,4.18,4.12,61.64,1.86,61.27,18.65,1.05,353.97,6.3,90.0,1
349.41,28.74,10.71,4.15,4.05,46.42,0.06,48.86,1.67,13.32,311.73,1.2,112.0,0
346.45,65.18,24.27,4.13,4.16,28.19,1.33,31.78,30.78,8.07,431.02,18.6,129.8,0
370.15,4.46,0.74,4.19,4.05,50.59,2.24,59.22,16.66,0.0,0.0,192.0,96.0,2
353.8,83.46,38.76,4.18,4.16,40.54,0.0,45.51,19.8,7.17,343.58,21.1,119.1,0
339.14,85.77,22.92,4.17,3.83,99.26,0.14,101.26,19.11,3.04,12.38,267.3,82.9,2
376.15,29.47,11.73,4.18,4.17,46.32,1.43,52.59,45.42,10.92,354.87,7.9,122.7,2
330.16,94.38,30.07,4.16,4.18,51.97,0.92,60.01,27.97,1.77,336.82,38.3,112.2,1
348.58,48.23,12.58,4.13,3.99,32.89,1.63,45.96,23.69,4.48,426.56,18.6,122.8,1
346.12,3.11,0.89,4.16,4.16,52.17,0.97,56.95,29.74,10.97,170.4,0.0,94.0,1
354.74,47.69,15.97,4.17,4.0,93.88,0.04,100.58,15.34,5.44,411.62,49.5,72.5,0
346.81,115.45,41.89,4.16,3.64,100.75,1.52,109.27,17.57,0.0,107.39,372.9,73.8,2
378.91,91.46,26.89,4.13,4.18,29.39,0.0,29.48,4.8,8.8,281.85,18.2,123.2,0
334.22,59.95,18.84,4.19,4.09,71.13,0.0,71.82,17.12,1.54,155.92,137.7,93.8,2
350.77,66.23,16.8,4.14,4.11,56.12,1.69,61.23,9.91,4.24,397.99,37.7,105.6,1
358.62,52.72,15.04,4.19,3.87,94.42,1.83,106.65,36.85,4.01,139.05,92.9,73.1,2
342.87,96.7,29.37,4.19,4.14,36.87,0.0,39.56,19.69,8.11,263.7,10.4,108.4,0
328.07,73.56,20.96,4.07,3.68,76.7,0.25,77.02,22.32,0.95,93.19,178.9,90.1,2
357.25,44.53,18.98,4.13,4.15,7.24,0.49,13.58,30.27,11.34,377.76,13.3,152.2,0
355.85,21.54,7.75,4.18,3.62,93.81,2.5,93.66,21.55,5.31,160.92,105.9,63.2,2
351.68,80.34,37.37,4.19,4.18,39.97,0.16,53.94,38.42,9.71,533.04,10.9,121.9,0
341.01,13.31,2.24,4.18,4.01,14.53,0.0,29.29,24.23,6.22,461.96,4.6,141.9,0
348.8,93.32,27.1,4.17,4.12,63.21,1.29,71.74,31.76,2.9,141.86,36.6,108.0,1
322.67,75.61,27.08,4.09,4.07,60.11,2.54,75.74,31.92,7.35,448.11,12.3,120.3,0
332.49,112.43,45.69,4.17,4.06,46.06,0.89,48.62,19.29,3.04,674.81,34.2,102.0,1
317.91,39.24,13.58,4.19,4.02,70.25,1.23,78.13,7.54,4.23,135.7,10.9,90.9,1
327.78,43.15,13.31,4.19,3.98,60.11,0.95,71.63,40.25,12.69,504.69,63.1,110.1,1
